,ID,pmid,sen
2804,10849441L4,10849441,"prx i expression, but not prx ii expression, is stimulated by exposure to tsh and h(2)o(2)."
2805,10849441L5,10849441,"in addition, methimazole induces a high level of prx i mrna and protein in these cells."
2806,10849441L6,10849441,overexpression of prx i and prx ii enhances the elimination of h(2)o(2) produced by tsh in frtl 5 cells.
2807,10849441L7,10849441,treatment with 500 micrometer h(2)o(2) causes apoptosis in frtl 5 cells as evidenced by standard assays of apoptosis (i.e.
2808,10849441L8,10849441,"terminal deoxynucleotidyl transferase deoxyuridine triphosphate biotin nick end labeling, bax expression, and poly(adp ribose) polymerase cleavage."
2809,10849441L9,10849441,overexpression of prx i and prx ii reduces the amount of h(2)o(2) induced apoptosis measured by these assays.
2810,10849441L10,10849441,these results suggest that prx i and prx ii are involved in the removal of h(2)o(2) in thyroid cells and can protect these cells from undergoing apoptosis.
2811,10849441L11,10849441,these proteins are likely to be involved in the normal physiological response to tsh induced production of h(2)o(2) in thyroid cells.
2812,14978735L0,14978735,reactive oxygen species (ros) disrupt the barrier function of airway epithelial cells through a mechanism that appears to involve remodeling of the actin cytoskeleton.
2813,14978735L1,14978735,"similarly, keratinocyte growth factor (kgf) has been shown to protect against ros induced loss of barrier function through a mechanism that may also involve the actin cytoskeleton."
2814,14978735L2,14978735,"to further determine the role of the actin cytoskeleton in ros induced barrier injury, we quantified the relative amount of total actin associated with the cytoskeleton following exposure to hydrogen peroxide (h(2)o(2)) and pretreatment with kgf."
2815,14978735L3,14978735,we also determined the role of the actin myosin contractile mechanism in the process by quantifying the relative amount of myosin heavy chain (mhc) associated with the cytoskeleton.
2816,14978735L4,14978735,"while the transepithelial resistance (ter) of a monolayer of airway epithelial cells (calu 3) decreased after 2 h of continuous exposure to 0.5 mm h(2)o(2), actin and mhc, both dissociated from the cytoskeleton within 15 min of h(2)o(2) exposure."
2817,14978735L5,14978735,the ter of the monolayers remained depressed although both actin and myosin returned to the cytoskeleton by 4 h after the initiation of h(2)o(2) exposure.
2818,14978735L6,14978735,filamentous actin (f actin) staining suggested that the re associating actin took the form of short fibers associated with cortical actin rather than long stress fibers.
2819,14978735L7,14978735,"furthermore, pretreatment with kgf prevented the loss of actin and mhc from the actin cytoskeleton but did not prevent the decrease in ter."
2820,14978735L8,14978735,"these studies suggest that actin disassembly from the cytoskeleton is important in the loss of barrier function, but that it is not the overall amount of actin that is associated with the cytoskeleton that is important, rather it is the contribution this actin makes to the architectural cohesiveness of the cell that contributes to the barrier function."
2821,26474673L0,26474673,cyclin dependent kinase 1 (cdk1) is the only necessary cdk in the cell proliferation process and a new target in the research and development of anti cancer drugs.
2822,26474673L1,26474673,"8 hydroxypiperidinemethyl baicalein (ba j) is a mannich base derivative of baicalein (ba) isolated from scutellaria baicalensis, as a novel selective cdk1 inhibitor."
2823,26474673L2,26474673,12 metabolites of ba j in the monkey urine were identified by lc ms ms and (1)h nmr.
2824,26474673L3,26474673,"the major metabolic pathways of ba j, by capturing oxygen free radicals ((."
2825,26474673L4,26474673,")o2( )) and releasing peroxides (h2o2), are degraded into active intermediate metabolite dihydroflavonol, then into main metabolite m179 by shiff reaction, second metabolite m264 by sulfation, trace amount of metabolite m559 by glucuronidation ugt1a9, and without metabolism by cyp3a4."
2826,26474673L5,26474673,the metabolic process of ba j by regulating intracellular reactive oxygen species (ros) was related with ba j selectively inducing apoptosis in cancer cells.
2827,26474673L6,26474673,"pharmacokinetics of 10mg/kg oral ba j in monkey by hplc uv was best fitted to a two compartment open model, with t1/2(β) of 4.2h, cmax 25.4μm at 2h, and vd 12.6l, meaning the drug distributing widely in body fluids with no special selectivity to certain tissues, and being able to permeate through the blood brain barrier."
2828,26474673L7,26474673,the protein binding rate of ba j was 91.8%.
2829,26474673L8,26474673,"ba j has excellent druggability for oral administration or injection, and it may be developed into a novel anti cancer drug as a selective cdk1 inhibitor."
2830,28724525L0,28724525,"most proteins destined for the peroxisomal matrix depend on the peroxisomal targeting signals (ptss), which require the pts receptor pex5, whose deficiency causes fatal human peroxisomal biogenesis disorders (pbds)."
2831,9587036L0,9587036,"hyperhomocysteinaemia is a risk factor for atherothrombotic disease, but data are limited on the arterial histology in humans with hyperhomocysteinaemia, either with or without other risk factors."
2832,9587036L1,9587036,"studies in vitro and in animals have shown that hyperhomocysteinaemia, possibly by increasing oxidant stress as well as by other mechanisms, may induce dysfunction of the vascular endothelium and proliferation of vascular smooth muscle cells, both key processes in atherogenesis."
2833,9587036L2,9587036,"in clinically healthy subjects with hyperhomocysteinaemia, endothelium dependent vasodilation may be impaired, but endothelial antithrombotic and profibrinolytic function appear normal at this stage."
2834,9587036L3,9587036,"in patients with atherosclerosis and hyperhomocysteinaemia, endothelial antithrombotic properties appear more severely impaired than in similar patients with normohomocysteinaemia."
2835,9587036L4,9587036,controlled data on the effects of homocysteine lowering treatment on vascular function in humans are not available.
2836,9587036L5,9587036,the increased risk of atherothrombotic disease conferred by hyperhomocysteinaemia may be related to homocysteine associated impairments in endothelial and vascular smooth muscle cell function.
2837,9587036L6,9587036,"the precise mechanisms by which homocysteine affects vascular cell function, however, are unknown."
2838,18951465L0,18951465,"recently, we purified a population of cxcr4+/oct 4+/ssea 1+/sca 1+/lin( )/cd45( ) very small embryonic like stem cells (vsels) from adult murine bone marrow (bm)."
2839,18951465L1,18951465,"after using flow cytometry, imagestream analysis, confocal microscopy, and real time rt pcr, we report that similar cells could be also identified and isolated from several organs in adult mice."
2840,18951465L2,18951465,"the highest total numbers of oct 4+ vsels were found in the brain, kidneys, muscles, pancreas, and bm."
2841,18951465L3,18951465,"these observations support our hypothesis that a population of very primitive cells expressing germ line/epiblast markers (oct 4, ssea 1) is deposited early during embryogenesis in various organs and survives into adulthood."
2842,18951465L4,18951465,"further studies are needed to determine whether these cells, after being isolated from various adult human organs similarly to their murine bm derived counterparts, are endowed with pluripotent stem cell properties."
2843,18093167L0,18093167,genetic deafness is one of the most common human genetic birth defects.
2844,18093167L1,18093167,"to understand the molecular mechanisms underlying human hereditary deafness, deaf animal strains have proved to be invaluable models."
2845,18093167L2,18093167,"the german waltzing guinea pig is a new strain of animals with unidentified gene mutation(s), displaying recessively inherited cochleovestibular impairment."
2846,18093167L3,18093167,histological investigations of the homozygous animals (gw/gw) revealed a collapse of the endolymphatic compartment and malformation of stria vascularis.
2847,18093167L4,18093167,rt pcr showed a significant reduction in expression of the strial intermediate cell specific gene dct and the tight junction gene cldn11 in the embryonic day (e)40 and adult gw/gw cochlear lateral wall.
2848,18093167L5,18093167,"immunohistochemical analysis of the gw/gw cochlea showed loss of the tight junction protein cldn11 in strial basal cells from e40, loss of the potassium channel subunit kcnj10 in strial intermediate cells from e50, and loss of the na k cl cotransporter slc12a2 in strial marginal cells from e50."
2849,18093167L6,18093167,"in addition, a temporary loss of the gap junction protein gjb2 (connexin 26) between fibrocytes in the spiral ligament of the e50 gw/gw cochlea was observed."
2850,18093167L7,18093167,the barrier composed of tight junctions between strial basal cells was disrupted in the gw/gw cochlea as indicated by a biotin tracer permeability assay.
2851,18093167L8,18093167,"in conclusion, spatiotemporal loss of k+ transport proteins in the cochlear lateral wall is caused by malformation of the stria vascularis in the developing german waltzing guinea pig inner ear."
2852,18093167L9,18093167,this new animal strain may serve as a good model for studying human genetic deafness due to disruption of inner ear ion homeostasis.
2853,2987225L0,2987225,"the sequence of the amino terminal 32 residues of the rat heart mr 28,000 gap junction protein presented here allows, for the first time, a sequence comparison of gap junctional proteins from different tissues (heart and liver)."
2854,2987225L1,2987225,comparison of the rat heart gap junction protein sequence and that available from rat liver reveals 43% sequence identity and conservative changes at an additional 25% of the positions.
2855,2987225L2,2987225,both proteins exhibit a hydrophobic domain which could represent a transmembrane span of the junction.
2856,2987225L3,2987225,this result unequivocally demonstrates the existence of at least two forms of the gap junction protein.
2857,2987225L4,2987225,"as yet, no homology is evident between the gap junctional proteins of either heart or liver and main intrinsic protein from rat eye lens."
2858,23784509L0,23784509,"we have previously reported that intermittent hypoxic stress, which is relevant to sleep apnea syndrome (sas), increases oxidative stress and induces left ventricular (lv) remodeling."
2859,23784509L1,23784509,"celiprolol, a β1 selective adrenoreceptor blocker, is known to have not only an antihypertensive effect but also an antioxidant effect through releasing nitric oxide."
2860,23784509L2,23784509,the aim of this study was to examine the hypothesis that celiprolol might ameliorate the lv remodeling induced by intermittent hypoxia through its antioxidant effect.
2861,23784509L3,23784509,male c57bl/6j mice (8 weeks old) were exposed to intermittent hypoxia (30 s of 5% oxygen followed by 30 s of 21% oxygen) for 8 h day( 1) during the daytime for 10 consecutive days or were maintained under normoxic conditions.
2862,23784509L4,23784509,animals were treated with either celiprolol (100 mg kg( 1) day( 1) by gavage) or vehicle.
2863,23784509L5,23784509,"hypoxic stress caused fluctuations in blood pressure (bp), an increase in the mean cardiomyocyte diameter, perivascular fibrosis and a decrease in endothelial nitric oxide synthase (enos) expression."
2864,23784509L6,23784509,"these changes were associated with increased levels of 4 hydroxy 2 nonenal protein, superoxide, tumor necrosis factor α mrna and brain natriuretic peptide mrna in the lv myocardium."
2865,23784509L7,23784509,"celiprolol significantly suppressed bp fluctuation, restored enos expression and reduced oxidative stress and superoxide production, thus ameliorating hypoxia induced lv remodeling in mice."
2866,23784509L8,23784509,these findings suggest that treatment with celiprolol might prevent cardiovascular events in borderline hypertensive patients with sas.
2867,15270689L0,15270689,"dna ligase 1 (atlig1) is the only essential dna ligase activity in arabidopsis and is implicated in the important processes of dna replication, repair and recombination and in transgene insertion during agrobacterium mediated plant transformations."
2868,15270689L1,15270689,the mitochondrial and nuclear forms of dna ligase 1 in arabidopsis are translated from a single mrna species through the control of translation initiation from either the first (m1) or second (m2) in frame aug codons respectively.
2869,15270689L2,15270689,translation from a third in frame aug codon (m3) occurs on transcripts in which m1 and m2 are mutagenized to stop codons.
2870,15270689L3,15270689,wild type atlig1 gfp constructs (where gfp stands for green fluorescent protein) can be targeted in planta to both the nucleus and mitochondria.
2871,15270689L4,15270689,"atlig1 gfp translation from m1 specifically targets the fusion protein only to mitochondria in planta, whereas translation from m2 or m3 targets the fusion protein only to the nucleus."
2872,15270689L5,15270689,"interestingly, the atlig1 gfp fusion protein in which translation is initiated from m1 contains both an n terminal mtps (mitochondrial targeting presequence) and a nuclear localization signal; nonetheless, this protein is only targeted to the mitochondria."
2873,15270689L6,15270689,this result raises intriguing questions on the translational control mechanisms that regulate how the protein products of a single transcript are targeted to more than one cellular compartment.
2874,23545573L0,23545573,"through their oxygen delivery function, red blood cells are pivotal to the healthy existence of all vertebrate organisms."
2875,23545573L1,23545573,"these cells are required during all stages of life  embryonic, fetal, neonatal, adolescent, and adult."
2876,23545573L2,23545573,"in the adult, red blood cells are the terminally differentiated end product cells of a complex hierarchy of hematopoietic progenitors that become progressively restricted to the erythroid lineage."
2877,23545573L3,23545573,"during this stepwise differentiation process, erythroid progenitors undergo enormous expansion, so as to fulfill the daily requirement of ~2 × 10(11) new erythrocytes."
2878,23545573L4,23545573,how the erythroid lineage is made has been a topic of intense research over the last decades.
2879,23545573L5,23545573,developmental studies show that there are two types of red blood cells  embryonic and adult.
2880,23545573L6,23545573,they develop from distinct hemogenic/hematopoietic progenitors in different anatomical sites and show distinct genetic programs.
2881,23545573L7,23545573,this article highlights the developmental and differentiation events necessary in the production of hemoglobin producing red blood cells.
2882,17221863L0,17221863,"cornelia de lange syndrome (cdls) is a multisystem developmental disorder characterized by facial dysmorphism, growth and mental retardation, microcephaly, and various malformations."
2883,17221863L1,17221863,heterozygous mutations in the nipbl gene have been detected in approximately 45% of affected individuals.
2884,17221863L2,17221863,"recently, a second cdls gene, mapping to the x chromosome, has been identified: smc1l1 (structural maintenance of chromosomes 1 like 1; or smc1a)."
2885,17221863L3,17221863,"in order to estimate the incidence and refine the clinical presentation of x linked cdls, we have screened a series of 11 cdls boys carrying no nipbl anomaly."
2886,17221863L4,17221863,we have identified two novel de novo smc1l1 missense mutations (c.587g>a [p.arg196his] and c.3254a>g [p.tyr1085cys]).
2887,17221863L5,17221863,our results confirm that smc1l1 mutations cause cdls and support the view that smc1l1 accounts for a significant fraction of boys with unexplained cdls.
2888,17221863L6,17221863,"furthermore, we suggest that smc1l1 mutations have milder effects than nipbl mutations with respect to pre  and postnatal growth retardation and associated malformations."
2889,17221863L7,17221863,"if confirmed, these data may have important implications for directing mutation screening in cdls."
2890,19910244L0,19910244,"complexes of manganese(ii), cobalt(ii), nickel(ii), copper(ii) and zinc(ii) with a novel heterocyclic azo derivative, formed by coupling diazotized 2 amino 3 carbethoxy 4,5 dimethylthiophene with acetylacetone were synthesized and characterized on the basis of elemental analyses, molar conductance, magnetic susceptibility measurements, uv vis, ir, (1)h nmr and epr spectral data."
2891,19910244L1,19910244,spectral studies revealed that the ligand existed in an internally hydrogen bonded azo enol form rather than the keto hydrazone form and coordinated to the metal ion in a tridentate fashion.
2892,19910244L2,19910244,analytical data revealed that all the complexes exhibited 1:1 metal ligand ratio.
2893,19910244L3,19910244,"on the basis of electronic spectral data and magnetic susceptibility measurements, suitable geometry was proposed for each complex."
2894,19910244L4,19910244,the nickel(ii) complex has undergone facile transesterification reaction when refluxed in methanol for a long period.
2895,19910244L5,19910244,the ligand and the copper(ii) complex were subjected to x ray diffraction study.
2896,19910244L6,19910244,the electrochemical behaviour of copper(ii) complex was investigated by cyclic voltammetry.
2897,19910244L7,19910244,the thermal behaviour of the same complex was also examined by thermogravimetry.
2898,8456755L0,8456755,"by using a highly sensitive, high performance liquid chromatographic technique, plasma values of malondialdehyde (mda), adenosine and oxypurines were determined in 10 healthy subjects, 10 patients with noncardiac illness, and 20 patients with acute myocardial infarction (ami) observed within 6 hours from the onset of symptoms."
2899,8456755L1,8456755,patients with ami received fibrinolytic treatment.
2900,8456755L2,8456755,"peripheral blood was obtained before and serially after thrombolysis (1, 2, 3, 6 and 24 hours)."
2901,8456755L3,8456755,coronary patency was assessed by timing of peak creatine phosphate kinase and by predischarge angiography.
2902,8456755L4,8456755,"mda (mean +/  sd) in healthy subjects, noncardiac patients, and immediately before thrombolytic treatment in patients with ami was 0.051 +/  0.013, 0.066 +/  0.020 and 0.397 +/  0.326 mumol/liter of plasma, respectively."
2903,8456755L5,8456755,"a progressive increase in plasma mda after thrombolysis was observed only in reperfused patients, whose values at the third, sixth and 24th hours were also significantly greater than those of nonreperfused patients."
2904,8456755L6,8456755,time dependent variations of xanthine and adenosine were also observed in the same group after thrombolysis.
2905,8456755L7,8456755,"the data appear to indicate that a relevant increase in plasma mda, mostly originating due to phospholipid derangement of postischemic myocytes, occurs only in patients with successful thrombolysis, thus suggesting that if properly assayed, it may represent reliable biochemical evidence of tissue injuries after myocardial reperfusion in humans."
2906,27544228L0,27544228,obesity is a major public health concern and it is essential to identify effective treatments and preventative strategies to stop continued increases in obesity rates.
2907,27544228L1,27544228,the potential functional roles of the branched chain amino acid leucine make this amino acid an attractive candidate for the treatment and/or prevention of obesity.
2908,27544228L2,27544228,the objective of this study was to determine if long term leucine supplementation could prevent the development of obesity and reduce the risk factors for chronic disease in rats fed a high fat (60 % fat) diet.
2909,27544228L3,27544228,"male sprague dawley rats (n = 30 per dietary treatment) were meal fed (3 meals/day) either a control, low fat diet (lf), control + leucine (lfl), high fat (hf), or high fat + leucine (hfl) for 42 days."
2910,27544228L4,27544228,"on day 42, rats were sacrificed at 0, 30, or 90 min postprandial."
2911,27544228L5,27544228,animals fed the hf and hfl diets had higher (p < 0.05) final body weights and weight gain compared to animals fed the lf and lfl diets.
2912,27544228L6,27544228,leucine supplementation increased epididymal fat mass (p < 0.05) and decreased muscle mass (p < 0.05).
2913,27544228L7,27544228,there was no effect of leucine supplementation on postprandial glucose or insulin response.
2914,27544228L8,27544228,"however, there was a significant effect (p < 0.05) of diet and time on free fatty acid concentrations."
2915,27544228L9,27544228,"there was no effect of leucine on muscle markers of protein synthesis (4e bp1, p70s6k) or energy metabolism (akt, ampk)."
2916,27544228L10,27544228,leucine supplementation decreased (p < 0.05) pgc1α expression and increased (p < 0.05) pparγ expression in skeletal muscle.
2917,27544228L11,27544228,"in conclusion, long term leucine supplementation does not prevent weight gain, improve body composition, or improve glycemic control in rats fed a high fat diet."
2918,15994181L0,15994181,"rpe65 knockout mice (rpe65 / ) are unable to synthesize the visual pigment chromophore 11 cis retinal; however, if these animals are reared in complete darkness, the rod photoreceptors accumulate a small amount of 9 cis retinal and its corresponding visual pigment isorhodopsin."
2919,15994181L1,15994181,suction electrode recording of single rods from dark reared rpe65 /  mice showed that the rods were about 400 times less sensitive than wild type control rods and that the maximum responses were much smaller in amplitude.
2920,15994181L2,15994181,spectral sensitivity measurements indicated that rpe65 /  rod responses were generated by isorhodopsin rather than rhodopsin.
2921,15994181L3,15994181,sensitivity and pigment concentration were compared in the same mice by measuring light responses from rods of one eye and pigment concentration from the retina of the other eye.
2922,15994181L4,15994181,"retinas had 11 35% of the normal pigment level, but the rods were of the order of 20 30 times less sensitive than could be accounted for by the loss in quantum catch."
2923,15994181L5,15994181,"this extra desensitization must be caused by opsin dependent activation of the visual cascade, which leads to a state equivalent to light adaptation in the dark adapted rod."
2924,15994181L6,15994181,"by comparing the sensitivity of dark reared rpe65 /  rods to that produced in normal rods by background light, we estimate that rpe65 /  opsin is of the order of 2.5x10( 5) as efficient in activating transduction as photoactivated rhodopsin (rh*) in wt mice."
2925,15994181L7,15994181,"dark reared rpe65 /  rods are less desensitized than rods from cyclic light reared rpe65 /  mice, have about 50% more photocurrent and degenerate at a slower rate."
2926,15994181L8,15994181,"retinas sectioned after 9 months in darkness show a larger number of photoreceptor nuclei in dark reared animals than in cyclic light reared animals, though both have fewer nuclei than in cyclic light reared wild type retinas."
2927,15994181L9,15994181,both also have shorter outer segments and a lower free ca2+ concentration.
2928,15994181L10,15994181,these experiments provide the first quantitative measurement of opsin activation in physiologically responding mammalian rods.
2929,27462729L0,27462729,the aim of this study was to investigate whether the biofilm forming ability and/or the disinfectant susceptibility accounted for the persistence of listeria monocytogenes in gorgonzola cheese processing plants.
2930,27462729L1,27462729,"for this purpose, a set of 16 l. monocytogenes isolates collected in the 2004 2007 period was analyzed, including 11 persistent isolates collected in different years, within the collection period, and displaying identical or highly correlated pulsotypes."
2931,27462729L2,27462729,the evaluation of biofilm forming ability was assessed using crystal violet (cv) staining and the enumeration of viable cells on stainless steel coupons (ssc).
2932,27462729L3,27462729,absorbance values obtained with cv staining for persistent and nonpersistent isolates were not significantly different (rm anova p > 0.05) and the cell counts from nonpersistent isolates showed to be higher compared with persistent isolates (rm anova p < 0.05).
2933,27462729L4,27462729,"a simulation of disinfectant treatments was performed on spot inoculated coupons in clean and dirty conditions, according to en 13697, and on biofilms on ssc, grown in nutrient rich (dirty) and limiting (clean) conditions using acid acetic hydrogen peroxide (p3) and acid citric hydrogen peroxide (ms) commercial disinfectants."
2934,27462729L5,27462729,the treatment was considered effective when a 4 log reduction in viable cell count was observed.
2935,27462729L6,27462729,"the log reductions of persistent and nonpersistent isolates, obtained with both the assays in clean and dirty conditions, were compared and no significant differences were detected (rm anova p > 0.05)."
2936,27462729L7,27462729,"a greater influence of organic matter on ms could explain why p3 was efficient in reducing to effective levels the majority of the isolates at the lowest concentration suggested by the manufacturer (0.2% [v/v]), while the same purpose required a higher concentration (1% [v/v]) of ms. in conclusion, our results demonstrate that the persistence of these isolates in gorgonzola cheese processing plants was linked neither to the biofilm forming ability nor to their susceptibility to hydrogen peroxide based disinfectants; therefore, other factors should contribute to the persistent colonization of the dairies."
2937,5127333L0,5127333,1. administration of a large dose (500mg/kg body wt.)
2938,5127333L1,5127333,of (3)h labelled l ethionine to rats resulted in the incorporation of a small amount of radioactivity into the liver dna.
2939,5127333L2,5127333,"considerable evidence that this radioactivity was not due to contamination of the isolated dna with labelled protein, rna, s adenosyl l ethionine or l ethionine was obtained."
2940,5127333L3,5127333,"2. after acidic hydrolysis of the dna isolated from the livers of rats treated with labelled l ethionine, virtually all of the radioactivity present in the dna was found in a fraction with similar chromatographic properties to 7 ethylguanine."
2941,5127333L4,5127333,3. treatment of rats with comparable doses of l methionine did not lead to the formation of 7 methylguanine in the liver dna.
2942,5127333L5,5127333,4. these results are discussed in relation to the induction of liver tumours by ethionine.
2943,11329273L0,11329273,"we have compared the photoinitiated electron transfer (et) reaction between cytochrome b(5) (b(5)) and zinc mesoporphyrin substituted hemoglobin [(znm)hb] and hb variants in order to determine whether b(5) binds to the subunit surface of either or both hb chains, or to sites which span the dimer  dimer interface."
2944,11329273L1,11329273,"because the dimer  dimer interface would be disrupted for monomers or alpha beta dimers, we studied the reaction of b(5) with alpha znm chains and (znm)hb beta w37e, which exists as alpha beta dimers in solution."
2945,11329273L2,11329273,"triplet quenching titrations of the znhb proteins with fe(3+)b(5) show that the binding affinity and et rate constants for the alpha chains are the same when they are incorporated into a hb tetramer or dimer, or exist as monomers."
2946,11329273L3,11329273,"likewise, the parameters for beta chains in tetramers and dimers differ minimally."
2947,11329273L4,11329273,"in parallel, we have modified the surface of the hb chains by neutralizing the heme propionates through the preparation of zinc deuterioporphyrin dimethyl ester hemoglobin, (znd dme)hb."
2948,11329273L5,11329273,"the charge neutralization increases the et rate constants 100 fold for the alpha chains and 40 fold for the beta chains (but has has little effect on the affinity of either chain type for b(5), similar to earlier results for myoglobin)."
2949,11329273L6,11329273,"together, these results indicate that b(5) binds to sites at the subunit surface of each chain rather than to sites which span the dimer dimer interface."
2950,11329273L7,11329273,"the charge neutralization results further suggest that b(5) binds over a broad area of the subunit face, but reacts only in a minority population of binding geometries."
2951,25150938L0,25150938,obstructive sleep apnoea (osa) has been implicated as a risk factor for atherosclerosis.
2952,25150938L1,25150938,the aim of our study was to examine the effects of chronic intermittent hypoxia in apoe /  mice serving as model of osa on endothelial dysfunction and oxidative stress and to evaluate the reversibility of hypoxia induced changes under anti inflammatory infliximab and anti oxidative l glutathione.
2953,25150938L2,25150938,"apoe /  mice were divided into 4 groups (n = 9 each): 1. intermittent hypoxia 8 h/day for 6 weeks, 2. intermittent hypoxia + injections of infliximab, 3. intermittent hypoxia + injections of l glutathione, 4. normoxia = control."
2954,25150938L3,25150938,endothelial function was impaired under hypoxia compared to control.
2955,25150938L4,25150938,application of infliximab and l glutathione improved it to a level of control.
2956,25150938L5,25150938,the percentage of endothelial microparticles increased under hypoxia compared to other groups.
2957,25150938L6,25150938,levels of nadph oxidase 2 derived reactive oxygen species were approximately 9 times higher in the hypoxia group.
2958,25150938L7,25150938,the number of sca 1/flk 1+ endothelial progenitor cells was higher in bone marrow and lower in blood under hypoxia vs. other groups.
2959,25150938L8,25150938,stromal cell derived factor 1alpha  and matrix metalloproteinase 9 dependent release of these cells from bone marrow was attenuated under hypoxia.
2960,25150938L9,25150938,the number of dilacldl+/lectin + early outgrowth progenitor cells and that of colony forming units from these cells were higher under hypoxia.
2961,25150938L10,25150938,atherosclerotic plaques in the aorta were more frequent under hypoxia and control in comparison with both drug groups.
2962,25150938L11,25150938,intermittent hypoxia contributes to endothelial dysfunction by the local increase in reactive oxygen species and reduction of the peripheral repair capacity.
2963,25150938L12,25150938,infliximab and l glutathione prevent hypoxia induced vascular and extravascular changes.
2964,9158306L0,9158306,to identify risk factors predictive of para aortic lymph node (pan) metastasis in endometrial carcinomas.
2965,9158306L1,9158306,"sixty patients with endometrial carcinomas stage i to iii (figo, 1988) who each underwent a complete pelvic and para aortic lymphadenectomy with a semiradical or radical hysterectomy, bilateral salpingo oophorectomy, between april 1988 and march 1996, were included in this study."
2966,9158306L2,9158306,"the relationship between pan metastasis and clinico pathological factors such as histological type, grade, depth of myometrial invasion (mi), vascular space involvement (vsi), cervical invasion (ci), peritoneal cytology, tumor size, pelvic lymph node (pln) metastasis, and glutathione s transferase pi (gst pi) expression was examined using univariate and multivariate analysis."
2967,9158306L3,9158306,"seven variables  g3 grade, more than one half mi, positive vsi, positive ci, tumor size of more than 2 cm in diameter, positive pln metastasis, and positive gst pi  were significantly correlated with pan metastasis using univariate analysis."
2968,9158306L4,9158306,"multivariate analysis revealed that of the above 7 variables, 3 were significantly and independently correlated with pan metastasis: more than one half mi, positive pln, and positive gst pi."
2969,9158306L5,9158306,the relative risk of a patient with these 3 factors having pan metastasis was 18.0 times greater than the risk for a patient without them.
2970,9158306L6,9158306,"these variables  more than one half mi, positive pln, and positive gst pi  were significantly related to pan metastasis."
2971,15378739L0,15378739,"since detergent resistant lipid rafts are involved in pathogen invasion, cholesterol homeostasis, angiogenesis, neurodegenerative diseases and signal transduction, protein identification in the rafts could provide important information to study their function."
2972,15378739L1,15378739,"here, we analyzed detergent resistant raft proteins isolated from rat liver by capillary liquid chromatography tandem mass spectrometry."
2973,15378739L2,15378739,"out of 196 proteins identified, 32% belonged to the raft or plasma membrane, 24% to mitochondrial, 20% to microsomal, 7% to miscellaneous, and 17% are unknown proteins."
2974,15378739L3,15378739,"for example, membrane bound receptors, trimeric gtp binding proteins, atp binding cassette transporters, and glycosylphosphatidylinositol anchored proteins were identified in this analysis."
2975,15378739L4,15378739,"unexpectedly, there were many mitochondrial proteins, raising a new issue for the presence of mitochondrial rafts or the localization of mitochondrial proteins into plasma membrane rafts."
2976,15378739L5,15378739,"we confirmed that atp synthase alpha and beta were expressed on the surface of the plasma membrane in hepg2 hepatocytes by immunofluorescence, cell surface biotinylation, and cellular fractionation."
2977,15378739L6,15378739,"they had two distinct biochemical properties, detergent insolubility and low density, suggesting that the atp synthase complex might be located in plasma membrane rafts as well as in the mitochondria."
2978,1377659L0,1377659,the frequency of the major mutation in the cystic fibrosis transmembrane conductance regulator (cftr) gene was analyzed for 113 austrian cystic fibrosis (cf) patients.
2979,1377659L1,1377659,"an overall frequency of 55% for delta f508 was found with values of 72% and 13% for patients with pancreatic insufficiency (cf pi) and those with pancreatic sufficiency (cf ps), respectively."
2980,1377659L2,1377659,"furthermore, the distribution of the alleles of the closely linked dna markers xv2c/km19/mp6d 9 in our families is described."
2981,29132113L0,29132113,phosphodiesterases (pdes) regulate the intracellular levels of camp and cgmp.
2982,29132113L1,29132113,"the great clinical success of the pde5 inhibitors, sildenafil (viagra), vardenafil (levitra) and tadalafil (cialis) has led to an increasing interest for this class of enzymes."
2983,29132113L2,29132113,"recent studies have shown a correlation between tumor growth and pde5 overexpression, making pde5 selective inhibitors promising candidates for cancer treatment."
2984,29132113L3,29132113,the search for such inhibitors rests today on radioactive assays.
2985,29132113L4,29132113,"in this work, we exploit the conserved catalytic domain of the enzyme and propose a faster and safer method for detecting the binding of ligands and evaluate their affinities."
2986,29132113L5,29132113,"the new approach takes advantage of förster resonance energy transfer (fret) between, as the donor, a fluorescein like diarsenical probe able to covalently bind a tetracysteine motif fused to the recombinant pde5 catalytic domain and, as the acceptor, a rhodamine probe covalently bound to the pseudosubstrate cgmps."
2987,29132113L6,29132113,the fret efficiency decreases when a competitive ligand binds the pde5 catalytic site and displaces the cgmps rhodamine conjugate.
2988,29132113L7,29132113,we have structurally investigated the pde5/cgmps rhodamine complex by molecular modelling and have used the fret signal to quantitatively characterize its binding equilibrium.
2989,29132113L8,29132113,competitive displacement experiments were carried out with tadalafil and cgmps.
2990,29132113L9,29132113,"an adaptation of the competitive displacement equilibrium model yielded the affinities for pde5 of the incoming ligands, nano  and micromolar, respectively."
2991,21191048L0,21191048,standard microbiology references describe stenotrophomonas maltophilia as oxidase negative and variable with respect to utilization of lactose and sucrose.
2992,21191048L1,21191048,"analysis of a collection of 766 s. maltophilia isolates indicated that approximately 20% are oxidase positive and that this species should be reevaluated for other phenotypes, including oxidative fermentation of lactose and sucrose."
2993,29891657L0,29891657,iron is an essential micronutrient for most bacteria and is obtained from iron chelating siderophores or directly from iron containing host proteins.
