,meshid,name
1491,E05.196.941,ultracentrifugation
1492,D02.455.526.581.496.300,3-iodobenzylguanidine
1493,D03.383.621.808.240,cycloheximide
1494,D27.888.569.540,oxidants
1495,D02.455.849.291.850.777,paclitaxel
1496,D27.505.519.389.760,protein_synthesis_inhibitors
1497,D13.570.583.138.711,puromycin
1498,A11.627.635.675.750.500,u937_cells
1499,unknown,phytogenic
1500,unknown,artesunate
1501,D12.776.660.720.125,ataxia_telangiectasia_mutated_proteins
1502,G05.200.210,dna_breaks
1503,unknown,double-stranded
1504,G05.200,dna_damage
1505,E05.337.425,drug_evaluation
1506,unknown,preclinical
1507,C04,neoplasms
1508,G04.835.800.100,calcium_signaling
1509,G07.568.500.180,cell_movement
1510,D12.776.964.925.968,immediate-early_proteins
1511,D12.776.543.585.400.150.740.500,orai1_protein
1512,D12.776.543.875.500,stromal_interaction_molecule_1
1513,unknown,helminth
1514,G12.287.070,antibody-dependent_cell_cytotoxicity
1515,B01.050.150.900.649.313.988.400.112.199.120.610,papio
1516,E05.200.932.600,parasite_egg_count
1517,B01.050.500.500.736.715.770.680.700,schistosoma_mansoni
1518,C03.335.865.859.576,schistosomiasis_mansoni
1519,D20.215.894,vaccines
1520,unknown,synthetic
1521,C07.793.208.377,dental_plaque
1522,C23.888.821.475,halitosis
1523,N06.230.480,odorants
1524,A12.200.666,saliva
1525,D01.268.185.900,sulfur
1526,D01.875.825.925,sulfur_dioxide
1527,C23.550.291.125,acute_disease
1528,A15.382.216,bone_marrow
1529,G05.365.590.175,chromosome_aberrations
1530,unknown,pair_21
1531,G04.144.500,interphase
1532,G05.360.340.024.340.375.500.791,proto-oncogenes
1533,N06.850.520.308.985.550.900,survival_rate
1534,C04.619.531.602,leukemia_l5178
1535,D03.633.100.174.261,chlorothiazide
1536,D27.505.696.560.500,diuretics
1537,G01.358.500.249.277,electric_conductivity
1538,D02.241.511.316.682.200,ethacrynic_acid
1539,D02.886.590.700.725.300,furosemide
1540,D03.633.100.174.261.476,hydrochlorothiazide
1541,D02.886.590.700.725.945,sulfisoxazole
1542,B01.050.150.900.833.848,turtles
1543,A05.810.890,urinary_bladder
1544,F02.463.593.710.190,auditory_threshold
1545,C19.053.800.604.249,bartter_syndrome
1546,E05.393.335.249,gene_knock-in_techniques
1547,D12.776.580.216.380,hsp90_heat-shock_proteins
1548,C23.888.592.763.393.341,hearing_loss
1549,unknown,sensorineural
1550,D03.383.411,lactams
1551,unknown,macrocyclic
1552,A11.436.589,madin_darby_canine_kidney_cells
1553,unknown,carbamide_peroxide
1554,E05.940.150,carcinogenicity_tests
1555,N06.850.210,consumer_product_safety
1556,E06.095,dental_bonding
1557,J01.637.051.339,dental_materials
1558,A14.549.167.860,tooth
1559,E06.420.750,tooth_bleaching
1560,D12.776.210.500.220,calsequestrin
1561,unknown,myocytes
1562,unknown,cardiac
1563,D02.540.576.500.500,amphotericin_b
1564,D12.776.664.469,histones
1565,A10.615,membranes
1566,D02.540.505.575,nystatin
1567,unknown,"""3,5-cyclic-amp_phosphodiesterases"""
1568,D27.505.954.411,cardiovascular_agents
1569,unknown,cyclic_nucleotide_phosphodiesterases
1570,unknown,type_4
1571,D27.505.519.389.735,phosphodiesterase_inhibitors
1572,D08.811.277.352.640,phosphoric_diester_hydrolases
1573,D27.505.954.502.780,platelet_aggregation_inhibitors
1574,D03.383.710,pyridazines
1575,D03.383.773.812,pyrrolidinones
1576,D03.383.773.812.785,rolipram
1577,D23.469.050.175.450.725,srs-a
1578,J01.897.120,biotechnology
1579,D12.776.476.200.125,cyclic_amp-dependent_protein_kinases
1580,G03.230,dimerization
1581,D04.615.562.900.200,doxycycline
1582,unknown,reporter
1583,D12.776.532.510,luciferases
1584,G04.835.560,map_kinase_signaling_system
1585,D02.241,carboxylic_acids
1586,unknown,insulin_secretion
1587,D12.125.142.441,leucine
1588,D13.695.827.068.749,nadp
1589,D02.455.849.575.781,norbornanes
1590,D02.455.849,terpenes
1591,N06.230.300.100,atmosphere
1592,N06.850.780.375,environmental_monitoring
1593,D01.362,gases
1594,D01.650.550.587.625,nitrogen_dioxide
1595,D01.362.670.600,ozone
1596,J01.937.285.850.900,spacecraft
1597,C19.246.099.625,diabetic_cardiomyopathies
1598,D08.811.277.340,epoxide_hydrolases
1599,D12.776.817,proteome
1600,G05.360.920,transcriptome
1601,D13.695.827.068,adenine_nucleotides
1602,D08.811.682.047.150.300,glucosephosphate_dehydrogenase
1603,D08.811.913.400.450.460,glucosyltransferases
1604,D08.811.913.696.445,nucleotidyltransferases
1605,D08.811.913.400.725,pentosyltransferases
1606,D08.811.399.520.750.625,phosphoglucomutase
1607,C17.800.827.250,ectodermal_dysplasia
1608,D23.529.374.750.186,ectodysplasins
1609,unknown,genetic_diseases
1610,unknown,x-linked
1611,D01.248.497.158.165,carbonates
1612,G03.208,cyclization
1613,D13.570,nucleosides
1614,D03.383.725,pyridines
1615,D12.776.476.050,adenylyl_cyclases
1616,unknown,essential
1617,G04.570,membrane_fluidity
1618,G03.078,anaerobiosis
1619,D01.303.350.300,fluorides
1620,D01.303.350,hydrofluoric_acid
1621,D12.644.456,oligopeptides
1622,D12.125.142.930,valine
1623,D08.811.913.050,acyltransferases
1624,D23.946.123.329.500.500,lipid_a
1625,D08.811.277.352.650,phosphoric_monoester_hydrolases
1626,C01.252.400.310.980.745,plague
1627,G06.930,virulence
1628,B03.660.250.150.950.580,yersinia_pestis
1629,unknown,small_cell
1630,D23.101.140.075.300,mucin-1
1631,unknown,cytotoxicity
1632,unknown,immunologic
1633,A15.382.812.260,dendritic_cells
1634,D12.776.543.550.418,gpi-linked_proteins
1635,D23.050.705.552.100,histocompatibility_antigens_class_i
1636,D23.529,intercellular_signaling_peptides_and_proteins
1637,unknown,killer_cells
1638,unknown,natural
1639,D12.776.543.750.705.895.800.910,nk_cell_lectin-like_receptor_subfamily_k
1640,unknown,suckling
1641,D08.811.682.690.708.392,fatty_acid_desaturases
1642,G02.607.445,isomerism
1643,C14.280.383,heart_arrest
1644,E04.210.556,hepatectomy
1645,E04.936.580.490,liver_transplantation
1646,C23.550.767.877,reperfusion_injury
1647,D10.251.355.310.166.971.810,thromboxane_b2
1648,M01.898,tissue_donors
1649,J02.500.775.500,edible_grain
1650,D01.530,manganese_compounds
1651,B01.650.940.800.575.912.250.822.616,oryza
1652,A18.400,plant_roots
1653,A18.024.875,plant_shoots
1654,D01.810.449,selenic_acid
1655,D01.810.900,selenious_acid
1656,N06.230.600,soil
1657,D27.888.284.756,soil_pollutants
1658,D01.496.289,deuterium
1659,D02.241.081.337.302,fumarates
1660,D02.241.081.337.502,maleates
1661,C20.683.515.124,autoimmune_lymphoproliferative_syndrome
1662,C20.111.258.250.500,multiple_sclerosis
1663,unknown,missense
1664,N06.850.490.250.100,age_of_onset
1665,C18.452.845.800.050,amyotrophic_lateral_sclerosis
1666,D08.811.277.450.426,glucuronidase
1667,unknown,toxic
1668,G07.690.725.949,tissue_distribution
1669,B01.650.940.800.575.912.250.905.900,tobacco
1670,B01.650.940.800.575.912.250.822.966,zea_mays
1671,D01.650.550.250,carbon_monoxide
1672,G04.270.300,cell_hypoxia
1673,D02.241.511.372.265,deferoxamine
1674,G02.111.570.820.709.275.500.360,helix-loop-helix_motifs
1675,D23.767.727.640.587,heme
1676,D12.776.930.125.625,hypoxia-inducible_factor_1
1677,unknown,alpha_subunit
1678,D27.720.832.500.410,iron_chelating_agents
1679,A11.436.319,gonadotrophs
1680,A06.407.312.497,ovary
1681,A08.713.357.750,pituitary_gland
1682,unknown,white
1683,D12.776.543.585.937.625.500,glucose_transporter_type_1
1684,D12.776.543.585.937.625.937,glucose_transporter_type_4
1685,unknown,nuclear_receptor_interacting_protein_1
1686,D12.776.624.776.695,pten_phosphohydrolase
1687,C06.689.750,pancreatitis
1688,unknown,alcoholic
1689,J01.897.836.249.249,combinatorial_chemistry_techniques
1690,D01.975,zinc_compounds
1691,unknown,administration
1692,unknown,topical
1693,D27.505.954.122,anti-infective_agents
1694,unknown,local
1695,C01.252,bacterial_infections
1696,N06.850.520.830.994.300,chi-square_distribution
1697,E04.176,debridement
1698,unknown,type_2
1699,C19.246.099.937.250,diabetic_foot
1700,N06.850.520.830.600,probability
1701,N06.850.520.830.600.800.715,risk_assessment
1702,N06.850.520.445.850,single-blind_method
1703,G16.762.891,wound_healing
1704,G08.686.784.170.104.249,cell_lineage
1705,A07.541,heart
1706,C05.550.114,arthritis
1707,unknown,rheumatoid
1708,unknown,oral
1709,N06.850.520.445.300,double-blind_method
1710,D02.522.223.750,fenofibrate
1711,G02.740.685,photolysis
1712,D27.505.954.600.710,photosensitizing_agents
1713,D27.720.799.763,radiation-protective_agents
1714,unknown,micronucleus
1715,unknown,germline
1716,D12.776.864,selenoproteins
1717,G01.750.750.918,x-rays
1718,B03.510.460.400.400.200,corynebacterium
1719,D08.811.682.047.820.475,isocitrate_dehydrogenase
1720,C18.452.565.500,iron_overload
1721,C18.654.521,malnutrition
1722,D12.776.556.670,metallothionein
1723,N03.623.500.608.428.650,nutrition_policy
1724,G07.203.650.620,nutritional_requirements
1725,D03.633.100.759.138,adenine
1726,D03.383.742.698.421,cytosine
1727,D02.078.370.472,guanidine
1728,D03.383.742.698.875.899,thymine
1729,D01.650.550.925,water
1730,D06.472.334.851.437.500,estradiol
1731,D06.472.334.851.437.968.500,ethinyl_estradiol
1732,B01.650.940.800.575.912.250.401.581,maackia
1733,E04.950.300.680,ovariectomy
1734,E01.789.612,neoplasm_grading
1735,D12.776.556.579.374.687,retinal_dehydrogenase
1736,unknown,cdc
1737,G05.360.160.845,telomere
1738,A10.272,epithelium
1739,D01.248.497,ions
1740,unknown,lens
1741,unknown,crystalline
1742,C16.320.180,chromosome_disorders
1743,G08.686.784.170.104.750,embryonic_induction
1744,D23.529.671,hedgehog_proteins
1745,D12.776.093.500,insect_proteins
1746,D12.776.624.776.633,patched_receptors
1747,unknown,g-protein-coupled
1748,D12.776.543.750.850.500.500,smoothened_receptor
1749,A05.810.453.466,kidney_medulla
1750,D12.125.095.104.587,nitroarginine
1751,E05.680,perfusion
1752,G09.330.100.812,renal_circulation
1753,G09.330.380.925,vasoconstriction
1754,D03.383.129.799.100,amitrole
1755,G02.111.700.500,enzyme_stability
1756,D12.776.422,hemeproteins
1757,G15.568,photosynthesis
1758,B03.660.050.663.750.733.650,rhodospirillum_rubrum
1759,G12.450.192,autoimmunity
1760,D12.776.422.316.762.380.440,glycated_hemoglobin_a
1761,N06.850.520.308.985.525.375,incidence
1762,N06.850.520.830.750.725,proportional_hazards_models
1763,D02.455.426.559.389.657.410.595.176,aspirin
1764,D23.946.587.370.450,cytochalasin_d
1765,D08.622,enzyme_precursors
1766,D12.776.543.750.705.408,integrins
1767,D12.776.476.556.750,phospholipase_c_gamma
1768,D12.125.740.740,phosphotyrosine
1769,G09.188.390.600.640,platelet_aggregation
1770,D12.776.543.750.705.675,platelet_membrane_glycoproteins
1771,D12.776.476.913,syk_kinase
1772,D08.811.277.352.640.700.700,type_c_phospholipases
1773,D23.946.833.850.960,viper_venoms
1774,C17.800.090.500,breast_neoplasms
1775,C23.550.727.098,carcinogenesis
1776,L01.470.625,data_mining
1777,D12.776.826.750.350.174,estrogen_receptor_alpha
1778,D27.505.696.399.472.277,estrogens
1779,E05.393.335.500,gene_knockdown_techniques
1780,G02.111.700,protein_stability
1781,D08.811.913.696.445.735.270.762,rna_polymerase_ii
1782,D02.455.426.559.389.150.700.900,tamoxifen
1783,E05.588.570.850,tissue_array_analysis
1784,unknown,transcription_elongation
1785,unknown,adaptation
1786,B01.050.150.900.090.180.708.310,rana_pipiens
1787,B01.050.150.900.090.180.708,ranidae
1788,G04.417.350.091,autophagy
1789,D12.776.094,autophagy-related_proteins
1790,D08.811.277.656.300.200.133,cathepsin_b
1791,E05.481.500.374,coculture_techniques
1792,A11.329.228,fibroblasts
1793,G03.493.360,glycolysis
1794,D02.522.585,ketone_bodies
1795,D08.811.277.656.300.032,amyloid_precursor_protein_secretases
1796,D12.776.543.039.500,amyloid_beta-peptides
1797,D12.776.811.050,amyloid_beta-protein_precursor
1798,D08.811.277.656.300.048,aspartic_acid_endopeptidases
1799,D08.811.277.656.300,endopeptidases
1800,unknown,plaque
1801,D12.776.049,amyloid
1802,D27.505.519.389.745,protease_inhibitors
1803,unknown,notch
1804,D20,complex_mixtures
1805,D13.695.827.426.160,cyclic_gmp
1806,D12.776.476.200.150,cyclic_gmp-dependent_protein_kinases
1807,A11.436.275.682,human_umbilical_vein_endothelial_cells
1808,B01.050.500.131.617.720.500.750,mantodea
1809,D08.811.913.696.620.500,phosphatidylinositol_3-kinases
1810,D27.505.954.411.918,vasodilator_agents
1811,A16.950,zygote
1812,D06.472.040.585.478,17-hydroxycorticosteroids
1813,A06.407.071,adrenal_glands
1814,E04.950.165,castration
1815,D04.210.500.578,ketosteroids
1816,F01.145.802,sexual_behavior
1817,unknown,divalent
1818,H01.158.782.236,electrophysiology
1819,G11.561.570,membrane_potentials
1820,E05.242.800,patch-clamp_techniques
1821,D12.776.157.648,phosphate-binding_proteins
1822,D12.776.816,proteolipids
1823,D23.529.024.249,adiponectin
1824,E05.200.124.100.355,glucose_tolerance_test
1825,D08.811.682.690.708.410.500,heme_oxygenase-1
1826,A07.231.461,microvessels
1827,C14.907.585,myocardial_ischemia
1828,G01.374.715,pressure
1829,D23.767.727.725,protoporphyrins
1830,G09.330.380.921,vascular_resistance
1831,D12.125.042,alanine
1832,D27.720.470.420,ion_exchange_resins
1833,D12.125.072.050.875,tyrosine
1834,D08.811.682.657.163.249,aldehyde_dehydrogenase
1835,D12.776.930.977.249,forkhead_transcription_factors
1836,D23.529.374.465.517,interleukin-17
1837,unknown,helper-inducer
1838,D23.529.942.775,transforming_growth_factor_beta
1839,D08.811.682.047.820.496,malate_dehydrogenase
1840,D27.505.954.411.097,anti-arrhythmia_agents
1841,D10.251.175,decanoic_acids
1842,unknown,muscle_fibers
1843,D02.078.370.729,pinacidil
1844,D12.776.543.585.400.750,potassium_channels
1845,D08.811.913.696.620.682.700.725,protein_kinase_c
1846,D08.811.913.555.500.800.400,histone-lysine_n-methyltransferase
1847,D01.935,tin_compounds
1848,D02.455.526.439.416,endrin
1849,A11.329.228.100,3t3_cells
1850,D12.125.166.676.620.125,buthionine_sulfoximine
1851,D01.960.960,vanadates
1852,C17.800.838.790.320,herpes_simplex
1853,H01.158.273.540.859,virology
1854,unknown,herpesvirus_1
1855,G12.450,immunity
1856,unknown,innate
1857,G02.111.694,protein_multimerization
1858,N02.278.192.377,dental_offices
1859,unknown,dental_restoration
1860,unknown,permanent
1861,C07.793.266,dentin_sensitivity
1862,V02.925,statistics
1863,unknown,nonparametric
1864,D27.720.642.315.500,tooth_bleaching_agents
1865,N06.850.520.450.550,feasibility_studies
1866,D20.944.932.500,sewage
1867,D03.383.129.799,triazoles
1868,unknown,occupational
1869,C25.723,poisoning
1870,E01.370.100,breath_tests
1871,N06.850.460.350.600,occupational_exposure
1872,N06.850.520.830.750,regression_analysis
1873,E01.370.386.700,respiratory_function_tests
1874,C20.543.480.680,respiratory_hypersensitivity
1875,N06.850.520.308.980,surveys_and_questionnaires
1876,A11.284.835.168,cell-free_system
1877,D12.776.543.585.400.730,porins
1878,G02.111.570.060.670,protein_sorting_signals
1879,unknown,cd34
1880,D23.101.100.894.128,cd28_antigens
1881,D23.101.100.894.100,cd4_antigens
1882,unknown,beta-chain_t-cell_antigen_receptor
1883,unknown,t-cell_receptor_beta
1884,A15.382.520.604.750,thymus_gland
1885,D13.570.800.286.300,azacitidine
1886,D23.529.942.200.700,bone_morphogenetic_protein_7
1887,D23.529.942.200,bone_morphogenetic_proteins
1888,A11.329.171,chondrocytes
1889,D12.776.930.155.200.100,core_binding_factor_alpha_1_subunit
1890,D12.776.157.125.700,osteocalcin
1891,G11.427.578.100.729,osteogenesis
1892,D08.811.600.720.500,cyclooxygenase_1
1893,D08.811.600.720.750,cyclooxygenase_2
1894,D08.811.682.690.708.715,prostaglandin-endoperoxide_synthases
1895,D01.248.497.158.459,hydroxides
1896,E05.196.309.711,powder_diffraction
1897,unknown,hemolytic
1898,unknown,medical
1899,D09.894.417.448.500,glucose-6-phosphate
1900,C18.452.648.202.402,glucosephosphate_dehydrogenase_deficiency
1901,D08.811.399.894.200,amino_acid_isomerases
1902,D12.644.641.235.300,cyclosporine
1903,D12.644.456.345,dipeptides
1904,D08.811.399.325.500,peptidylprolyl_isomerase
1905,D27.720.844,solvents
1906,G02.965,x-ray_diffraction
1907,D04.615.117.159,anthraquinones
1908,D02.886.640.150,dimethyl_sulfoxide
1909,G05.348.500,linkage_disequilibrium
1910,unknown,regulatory_elements
1911,unknown,transcriptional
1912,G05.360.580.100,base_pairing
1913,unknown,chemistry_techniques
1914,E05.196.867.151,circular_dichroism
1915,unknown,catalytic
1916,unknown,single-stranded
1917,D13.570.583.138.325,deoxyadenosines
1918,D01.210.450.150.150,calcium_chloride
1919,D02.654.567.400,methylnitronitrosoguanidine
1920,D08.811.520.224.125.425,ornithine_decarboxylase
1921,C06.405.748.789,stomach_neoplasms
1922,D03.633.100.810.050,aminoquinolines
1923,N06.230.058,altitude
1924,F03.615.400.100,alzheimer_disease
1925,D08.811.913.696.640.150,creatine_kinase
1926,unknown,bb_form
1927,D08.811.913.477.700,transaminases
1928,unknown,"""3,5-cyclic-gmp_phosphodiesterases"""
1929,B03.660.250,gammaproteobacteria
1930,D12.776.476.350,guanylate_cyclase
1931,D08.811.913.696.620.682.675,histidine_kinase
1932,G04.835.800,second_messenger_systems
1933,D12.776.476.350.500,soluble_guanylyl_cyclase
1934,A11.284.295.310,extracellular_matrix
1935,D12.776.860.300,extracellular_matrix_proteins
1936,D12.776.860.300.450,fibronectins
1937,D09.698.373.425,heparitin_sulfate
1938,D23.050.705.230.501,i_blood-group_system
1939,unknown,immunoelectron
1940,A16.710,placenta
1941,A16.710.802,trophoblasts
1942,D12.776.860.300.920,vitronectin
1943,G02.111.570.820.709.275.750.500.750,src_homology_domains
1944,D08.811.682.047.820.375,hydroxyprostaglandin_dehydrogenases
1945,N06.230,environment
1946,D27.505.696.399.450.360,estrogen_receptor_modulators
1947,D02.065,amides
1948,D12.776.744.150,caseins
1949,B01.650.940.800.575.912.250.859.937.406.500,ficus
1950,J01.637.051.720.540,latex
1951,J02.500.350.525,milk
1952,C04.619.531.594,leukemia_l1210
1953,C04.619.531.782,leukemia_p388
1954,D03.633.100.473.412.249.350,mitomycin
1955,D23.946.587.725,patulin
1956,E05.978.808,reference_standards
1957,N06.850.520.445.725,reproducibility_of_results
1958,D26.776,solutions
1959,E07.206,culture_media
1960,E05.196.712.224,densitometry
1961,B03.510.550.450.737,pediococcus
1962,J01.937.500.100,automobiles
1963,D20.633.222,dust
1964,D01.552.544.435,lead
1965,J01.637.597,paint
1966,N06.850,public_health
1967,D03.633.100.759.758.399.454.250,acyclovir
1968,D27.505.954.122.388,antiviral_agents
1969,N06.850.520.450.250.250,clinical_trials_as_topic
1970,C11.294.177,corneal_ulcer
1971,C11.204.564,keratitis
1972,unknown,dendritic
1973,D26.255.640,ointments
1974,D12.776.813,protein_subunits
1975,G07.690.773.984.269.347.500.175,cephalosporin_resistance
1976,D08.811.913.400.450,hexosyltransferases
1977,D08.811.600,multienzyme_complexes
1978,D08.811.277.656.350.245.500,muramoylpentapeptide_carboxypeptidase
1979,D12.776.097.545,penicillin-binding_proteins
1980,D03.633.100.300.750,penicillins
1981,D08.811.913.050.200.700,peptidyl_transferases
1982,Z01.058.290.175.735,south_africa
1983,B03.510.550.737.872.550,streptococcus_pneumoniae
1984,G05.558.109,amino_acid_substitution
1985,C20.683.515.761,lymphoma
1986,C09.647.685,nose_neoplasms
1987,D12.776.930.720.100,proto-oncogene_protein_c-ets-1
1988,D12.776.930.850,t-box_domain_proteins
1989,G12.122.125,antibody_affinity
1990,D12.776.660.720.250,cyclin-dependent_kinase_inhibitor_p21
1991,C16.320.577,muscular_dystrophies
1992,D08.811.464.938.750.750,skp_cullin_f-box_protein_ligases
1993,D12.776.377.715.548.680.650.500.795,single-chain_antibodies
1994,D12.776.930.806,smad_proteins
1995,D12.776.934,tripartite_motif_proteins
1996,A11.872.040,adult_stem_cells
1997,D12.776.320,fetal_proteins
1998,D12.776.930.375,kruppel-like_transcription_factors
1999,D12.776.930.710.500.600,octamer_transcription_factor-6
2000,E05.601.640,oligonucleotide_array_sequence_analysis
2001,D12.776.930.375.625,promyelocytic_leukemia_zinc_finger_protein
2002,A11.497.760.800,spermatogonia
2003,D02.203,boron_compounds
2004,D08.811.277.656.300.200.585,papain
2005,D08.811.682.047.820.250,alcohol_dehydrogenase
2006,F01.145.317.269,alcohol_drinking
2007,D27.505.954.329.030.500.500,cyclooxygenase_2_inhibitors
2008,D27.505.954.329.030.500,cyclooxygenase_inhibitors
2009,D08.811.277.352.100.170.176,acetylcholinesterase
2010,A13.332,electric_organ
2011,G05.308.700.700,rna_splicing
2012,B01.050.150.900.493.378.722,torpedo
2013,C08.730.099,bronchitis
2014,C23.888.852.293,cough
2015,C15.378.553.231,eosinophilia
2016,D12.776.930.127.092,basic_helix-loop-helix_leucine_zipper_transcription_factors
2017,D12.776.930.318.968,hepatocyte_nuclear_factor_4
2018,A07.231.461.080,arterioles
2019,C18.452.394.968,hyperinsulinism
2020,D08.811.913.696.620.250,glucokinase
2021,D09.947.875.894.449,glyceraldehyde
2022,D23.529.374.500.400,interleukin-1
2023,D02.241.755,keto_acids
2024,D12.125.166.786,penicillamine
2025,D12.125.166.786.500,s-nitroso-n-acetylpenicillamine
2026,D12.125.142.087.500,omega-n-methylarginine
2027,D23.767.261,carotenoids
2028,N06.850.520.308.980.469.350,diet_surveys
2029,M01.955.236,healthy_volunteers
2030,Z01.542.489,italy
2031,D12.776.422.316.762.571,methemoglobin
2032,C04.557.435.380,hepatoblastoma
2033,D23.529.984,wnt_proteins
2034,G03.191.812,glycosylation
2035,D08.811.913.400.100.200,n-acetylgalactosaminyltransferases
2036,D13.695.827.919.600,uridine_diphosphate
2037,D12.776.467.836.150,matrix_metalloproteinase_2
2038,D12.776.467.836.350,matrix_metalloproteinase_9
2039,D12.776.476.450.169.500,mitogen-activated_protein_kinase_1
2040,D12.776.476.450.169.750,mitogen-activated_protein_kinase_3
2041,D08.811.913.696.620.682.700.725.075,protein_kinase_c-theta
2042,C06.301.120.250,bile_duct_neoplasms
2043,A03.159.183,bile_ducts
2044,unknown,intrahepatic
2045,C04.557.470.200.025.450,cholangiocarcinoma
2046,D13.570.685.245.500,deoxycytidine
2047,D27.505.696.477.656,immunosuppressive_agents
2048,E05.393.620.500.706,real-time_polymerase_chain_reaction
2049,D08.811.682.810,ribonucleotide_reductases
2050,D04.615.149.301,"9,10-dimethyl-1,2-benzanthracene"
2051,C23.550.727.098.750,cocarcinogenesis
2052,unknown,mammary_neoplasms
2053,D20.215.784.750.728,palm_oil
2054,D20.215.784.750,plant_oils
2055,unknown,gouty
2056,N06.850.520.450.250.250.365.500,randomized_controlled_trials_as_topic
2057,B01.650.940.800.575.912.250.300.188.666,cucumis_sativus
2058,D01.578,minerals
2059,D01.362.625,nitrogen
2060,B01.650.819,seedlings
2061,N06.850.520.830.872,sensitivity_and_specificity
2062,D12.776.124.486.274.150,complement_c2
2063,D12.776.124.486.274.045.387,complement_c3-c5_convertases
2064,D12.776.124.486.274.350.260,complement_c4b
2065,unknown,cytopathogenic_effect
2066,G07.100.250,disease_susceptibility
2067,G16.543,host-pathogen_interactions
2068,N06.850.780.200.650.425,insect_control
2069,B04.525,insect_viruses
2070,B04.525.100.500,nucleopolyhedrovirus
2071,A16.690,ovum
2072,B01.050.500.131.617.720.500.500.937.650.700,spodoptera
2073,G06.920.925,virus_replication
2074,D09.853.519,inositol
2075,D10.570.877,sphingolipids
2076,unknown,drug-induced
2077,E05.481.500,culture_techniques
2078,unknown,mammalian
2079,D12.776.915,thioredoxins
2080,D03.383.725.050.060,4-aminopyridine
2081,A11.671.650.915.500,chemoreceptor_cells
2082,G07.265.625,ion_channel_gating
2083,A04.411,lung
2084,unknown,innervation
2085,D02.455.849.291.500.510,phorbol_esters
2086,G12.535.425,immune_tolerance
2087,unknown,polyendocrinopathies
2088,unknown,autoimmune
2089,A13.114,beak
2090,B01.050.150.900.248.620.750.250,finches
2091,D02.675,onium_compounds
2092,D02.705,organophosphorus_compounds
2093,G16.690,pigmentation
2094,D12.776.543.019,5-lipoxygenase-activating_proteins
2095,D03.633.100.473,indoles
2096,D27.505.696.399.450.565,leukotriene_antagonists
2097,D10.251.400.706,propionates
2098,unknown,leukotriene
2099,D10.251.355.310.166.971,thromboxanes
2100,A11.872.700.250,embryonic_stem_cells
2101,C14.280,heart_diseases
2102,A10.615.789.470,pericardium
2103,G16.762,regeneration
2104,C23.300.775.250,cardiomegaly
2105,N06.850.520.470.500,genome-wide_association_study
2106,D12.776.800,protein_isoforms
2107,C04.588.033,abdominal_neoplasms
2108,C19.344.078,adrenal_gland_neoplasms
2109,D12.776.631.199.249,chromogranin_a
2110,D12.776.811.185,chromogranins
2111,C04.557.580.625.600.355,ganglioneuroma
2112,D12.776.220.475.400,glial_fibrillary_acidic_protein
2113,D20.215.401,immune_sera
2114,A11.284.430.214.190.750.410,intermediate_filaments
2115,D12.776.631.580.510,myelin_basic_protein
2116,C04.557.580.625.600.590.650.550,neuroblastoma
2117,A11.650.800,schwann_cells
2118,D23.101.140.800,synaptophysin
2119,D12.776.631.560.510,tau_proteins
2120,J01.040,agriculture
2121,C25.723.455,gas_poisoning
2122,D02.654,nitroso_compounds
2123,C24,occupational_diseases
2124,H02.884,toxicology
2125,D08.811.277.063,adenosylhomocysteinase
2126,D12.125.166.175,cystathionine
2127,D08.811.277,hydrolases
2128,D04.075.080,bridged_bicyclo_compounds
2129,unknown,heterocyclic
2130,D04.345.241.308,crown_ethers
2131,unknown,drug_screening_assays
2132,unknown,antitumor
2133,D27.720.470.410.360,intercalating_agents
2134,D04.615.638,naphthalenes
2135,D23.050.101,antigen-antibody_complex
2136,D08.811.913.696.445.308.300.235,dna_polymerase_iii
2137,D08.811.913.696.445.308.300,dna-directed_dna_polymerase
2138,D12.776.377.715.548.114.619.393,immunoglobulin_g
2139,D12.776.377.715.548.114.619.574,immunoglobulin_m
2140,unknown,lupus_erythematosus
2141,unknown,systemic
2142,C20.683.515.880,plasmacytoma
2143,D23.101.140.600,proliferating_cell_nuclear_antigen
2144,C23.550.393,growth_disorders
2145,D12.644.548.691.525.425,growth_hormone
2146,D12.776.157.420,insulin-like_growth_factor_binding_proteins
2147,D23.529.937.400,insulin-like_growth_factor_i
2148,D23.529.937.420,insulin-like_growth_factor_ii
2149,D23.529.937,somatomedins
2150,C19.391.119.795.750,turner_syndrome
2151,J02.500.400,dietary_fiber
2152,D03.633.100.150.266.450,flavonoids
2153,Z01.252.245.500.375,israel
2154,Z01.542.248.679,poland
2155,D03.633.100.150.266.450.260.777,polyphenols
2156,D03.633.100.150.909.750,tocopherols
2157,Z01.586.950.960,ukraine
2158,D12.776.090,archaeal_proteins
2159,E05.196.131,calorimetry
2160,D12.776.752.812.500,halorhodopsins
2161,G01.249.660.500,protons
2162,D12.776.752.812.750,sensory_rhodopsins
2163,G01.906,thermodynamics
2164,D08.811.913.225.224,cysteine_synthase
2165,D23.125,chemotactic_factors
2166,G09.188.105.595,leukocyte_count
2167,C04.557.450.795,sarcoma
2168,D03.633.100.150.266.450.190,biflavonoids
2169,D03.633.100.150.266.450.206,catechin
2170,D05.750.078.937.429,proanthocyanidins
2171,B01.650.940.800.575.912.250.965.500,vitis
2172,G02.111.570.820.709.600.500,amino_acid_motifs
2173,A09.371,eye
2174,D08.811.913.400,glycosyltransferases
