,source,target
1936,16755280L6,16755280L5
1937,16755280L7,16755280L6
1938,16755280L8,16755280L7
1939,16755280L9,16755280L8
1940,22303668L1,22303668L0
1941,22303668L2,22303668L1
1942,22303668L3,22303668L2
1943,22303668L4,22303668L3
1944,15361698L1,15361698L0
1945,15361698L2,15361698L1
1946,15361698L3,15361698L2
1947,15361698L4,15361698L3
1948,15361698L5,15361698L4
1949,15361698L6,15361698L5
1950,15361698L7,15361698L6
1951,15361698L8,15361698L7
1952,15361698L9,15361698L8
1953,15361698L10,15361698L9
1954,15361698L11,15361698L10
1955,15361698L12,15361698L11
1956,29753375L1,29753375L0
1957,29753375L2,29753375L1
1958,29753375L3,29753375L2
1959,29753375L4,29753375L3
1960,29753375L5,29753375L4
1961,29753375L6,29753375L5
1962,29753375L7,29753375L6
1963,29753375L8,29753375L7
1964,21052777L1,21052777L0
1965,21052777L2,21052777L1
1966,21052777L3,21052777L2
1967,21052777L4,21052777L3
1968,21052777L5,21052777L4
1969,21052777L6,21052777L5
1970,24759427L1,24759427L0
1971,24759427L2,24759427L1
1972,24759427L3,24759427L2
1973,24759427L4,24759427L3
1974,24759427L5,24759427L4
1975,24759427L6,24759427L5
1976,24759427L7,24759427L6
1977,24759427L8,24759427L7
1978,24759427L9,24759427L8
1979,9368915L1,9368915L0
1980,9368915L2,9368915L1
1981,9368915L3,9368915L2
1982,2188974L1,2188974L0
1983,2188974L2,2188974L1
1984,2188974L3,2188974L2
1985,2188974L4,2188974L3
1986,2188974L5,2188974L4
1987,2188974L6,2188974L5
1988,2188974L7,2188974L6
1989,2188974L8,2188974L7
1990,2188974L9,2188974L8
1991,2188974L10,2188974L9
1992,2188974L11,2188974L10
1993,2188974L12,2188974L11
1994,8632674L1,8632674L0
1995,8632674L2,8632674L1
1996,8632674L3,8632674L2
1997,8632674L4,8632674L3
1998,8632674L5,8632674L4
1999,8632674L6,8632674L5
2000,2992380L1,2992380L0
2001,2992380L2,2992380L1
2002,2992380L3,2992380L2
2003,2992380L4,2992380L3
2004,2992380L5,2992380L4
2005,2992380L6,2992380L5
2006,9778569L1,9778569L0
2007,9778569L2,9778569L1
2008,9778569L3,9778569L2
2009,9778569L4,9778569L3
2010,16547439L1,16547439L0
2011,16547439L2,16547439L1
2012,16547439L3,16547439L2
2013,16547439L4,16547439L3
2014,16547439L5,16547439L4
2015,16547439L6,16547439L5
2016,16547439L7,16547439L6
2017,16547439L8,16547439L7
2018,16547439L9,16547439L8
2019,16547439L10,16547439L9
2020,16547439L11,16547439L10
2021,5938411L1,5938411L0
2022,5938411L2,5938411L1
2023,24027309L1,24027309L0
2024,24027309L2,24027309L1
2025,24027309L3,24027309L2
2026,24027309L4,24027309L3
2027,24027309L5,24027309L4
2028,24027309L6,24027309L5
2029,24027309L7,24027309L6
2030,22642567L1,22642567L0
2031,22642567L2,22642567L1
2032,22642567L3,22642567L2
2033,22642567L4,22642567L3
2034,22642567L5,22642567L4
2035,10611226L1,10611226L0
2036,10611226L2,10611226L1
2037,10611226L3,10611226L2
2038,10611226L4,10611226L3
2039,10611226L5,10611226L4
2040,10611226L6,10611226L5
2041,10611226L7,10611226L6
2042,10611226L8,10611226L7
2043,12207176L1,12207176L0
2044,12207176L2,12207176L1
2045,12207176L3,12207176L2
2046,15373804L1,15373804L0
2047,15373804L2,15373804L1
2048,15373804L3,15373804L2
2049,15373804L4,15373804L3
2050,15373804L5,15373804L4
2051,15373804L6,15373804L5
2052,15373804L7,15373804L6
2053,29059670L1,29059670L0
2054,29059670L2,29059670L1
2055,29059670L3,29059670L2
2056,29059670L4,29059670L3
2057,29059670L5,29059670L4
2058,29059670L6,29059670L5
2059,29059670L7,29059670L6
2060,29059670L8,29059670L7
2061,29059670L9,29059670L8
2062,29059670L10,29059670L9
2063,29059670L11,29059670L10
2064,29059670L12,29059670L11
2065,29059670L13,29059670L12
2066,29059670L14,29059670L13
2067,16876042L1,16876042L0
2068,16876042L2,16876042L1
2069,16876042L3,16876042L2
2070,16876042L4,16876042L3
2071,16876042L5,16876042L4
2072,16876042L6,16876042L5
2073,26204903L1,26204903L0
2074,26204903L2,26204903L1
2075,26204903L3,26204903L2
2076,26204903L4,26204903L3
2077,26204903L5,26204903L4
2078,26204903L6,26204903L5
2079,26204903L7,26204903L6
2080,26204903L8,26204903L7
2081,26204903L9,26204903L8
2082,26204903L10,26204903L9
2083,24000350L1,24000350L0
2084,21820027L1,21820027L0
2085,21820027L2,21820027L1
2086,21820027L3,21820027L2
2087,21820027L4,21820027L3
2088,21820027L5,21820027L4
2089,3476969L1,3476969L0
2090,9294235L1,9294235L0
2091,9294235L2,9294235L1
2092,9294235L3,9294235L2
2093,9294235L4,9294235L3
2094,9294235L5,9294235L4
2095,9294235L6,9294235L5
2096,9294235L7,9294235L6
2097,9294235L8,9294235L7
2098,9294235L9,9294235L8
2099,8050351L1,8050351L0
2100,8050351L2,8050351L1
2101,8050351L3,8050351L2
2102,8050351L4,8050351L3
2103,8050351L5,8050351L4
2104,29022917L1,29022917L0
2105,29022917L2,29022917L1
2106,29022917L3,29022917L2
2107,29022917L4,29022917L3
2108,29022917L5,29022917L4
2109,29022917L6,29022917L5
2110,29022917L7,29022917L6
2111,29022917L8,29022917L7
2112,19096124L1,19096124L0
2113,19096124L2,19096124L1
2114,19096124L3,19096124L2
2115,19096124L4,19096124L3
2116,11731238L1,11731238L0
2117,11731238L2,11731238L1
2118,11731238L3,11731238L2
2119,11731238L4,11731238L3
2120,11731238L5,11731238L4
2121,2725511L1,2725511L0
2122,2725511L2,2725511L1
2123,2725511L3,2725511L2
2124,2725511L4,2725511L3
2125,2725511L5,2725511L4
2126,19680759L1,19680759L0
2127,19680759L2,19680759L1
2128,19680759L3,19680759L2
2129,19680759L4,19680759L3
2130,7915139L1,7915139L0
2131,7915139L2,7915139L1
2132,7915139L3,7915139L2
2133,7915139L4,7915139L3
2134,11006280L1,11006280L0
2135,11006280L2,11006280L1
2136,11006280L3,11006280L2
2137,11006280L4,11006280L3
2138,11006280L5,11006280L4
2139,11006280L6,11006280L5
2140,3340613L1,3340613L0
2141,3340613L2,3340613L1
2142,3340613L3,3340613L2
2143,3340613L4,3340613L3
2144,18518416L1,18518416L0
2145,18518416L2,18518416L1
2146,18518416L3,18518416L2
2147,18518416L4,18518416L3
2148,20369241L1,20369241L0
2149,20369241L2,20369241L1
2150,20369241L3,20369241L2
2151,20369241L4,20369241L3
2152,20369241L5,20369241L4
2153,20369241L6,20369241L5
2154,20369241L7,20369241L6
2155,20369241L8,20369241L7
2156,16873065L1,16873065L0
2157,16873065L2,16873065L1
2158,16873065L3,16873065L2
2159,16873065L4,16873065L3
2160,16873065L5,16873065L4
2161,10803971L1,10803971L0
2162,10803971L2,10803971L1
2163,10803971L3,10803971L2
2164,10803971L4,10803971L3
2165,8089093L1,8089093L0
2166,8089093L2,8089093L1
2167,8089093L3,8089093L2
2168,8089093L4,8089093L3
2169,8089093L5,8089093L4
2170,8089093L6,8089093L5
2171,24040305L1,24040305L0
2172,24040305L2,24040305L1
2173,24040305L3,24040305L2
2174,24040305L4,24040305L3
2175,24040305L5,24040305L4
2176,24040305L6,24040305L5
2177,24040305L7,24040305L6
2178,19896980L1,19896980L0
2179,19896980L2,19896980L1
2180,19896980L3,19896980L2
2181,19896980L4,19896980L3
2182,23384296L1,23384296L0
2183,23384296L2,23384296L1
2184,23384296L3,23384296L2
2185,23384296L4,23384296L3
2186,23384296L5,23384296L4
2187,23384296L6,23384296L5
2188,23384296L7,23384296L6
2189,23384296L8,23384296L7
2190,23384296L9,23384296L8
2191,12189052L1,12189052L0
2192,12189052L2,12189052L1
2193,12189052L3,12189052L2
2194,12189052L4,12189052L3
2195,12189052L5,12189052L4
2196,12189052L6,12189052L5
2197,12189052L7,12189052L6
2198,12189052L8,12189052L7
2199,16809543L1,16809543L0
2200,16809543L2,16809543L1
2201,16809543L3,16809543L2
2202,16809543L4,16809543L3
2203,21057569L1,21057569L0
2204,21057569L2,21057569L1
2205,21057569L3,21057569L2
2206,21057569L4,21057569L3
2207,21057569L5,21057569L4
2208,21057569L6,21057569L5
2209,21057569L7,21057569L6
2210,21057569L8,21057569L7
2211,21057569L9,21057569L8
2212,21057569L10,21057569L9
2213,21057569L11,21057569L10
2214,21057569L12,21057569L11
2215,21057569L13,21057569L12
2216,21057569L14,21057569L13
2217,21057569L15,21057569L14
2218,10611322L1,10611322L0
2219,10611322L2,10611322L1
2220,10611322L3,10611322L2
2221,10611322L4,10611322L3
2222,10611322L5,10611322L4
2223,10611322L6,10611322L5
2224,10611322L7,10611322L6
2225,10611322L8,10611322L7
2226,23071598L1,23071598L0
2227,23071598L2,23071598L1
2228,23071598L3,23071598L2
2229,23071598L4,23071598L3
2230,23071598L5,23071598L4
2231,23071598L6,23071598L5
2232,23071598L7,23071598L6
2233,23071598L8,23071598L7
2234,23071598L9,23071598L8
2235,23071598L10,23071598L9
2236,23071598L11,23071598L10
2237,19407676L1,19407676L0
2238,19407676L2,19407676L1
2239,19407676L3,19407676L2
2240,19407676L4,19407676L3
2241,19407676L5,19407676L4
2242,19407676L6,19407676L5
2243,19407676L7,19407676L6
2244,19407676L8,19407676L7
2245,19407676L9,19407676L8
2246,19407676L10,19407676L9
2247,19407676L11,19407676L10
2248,11459802L1,11459802L0
2249,11459802L2,11459802L1
2250,11459802L3,11459802L2
2251,11459802L4,11459802L3
2252,11459802L5,11459802L4
2253,11459802L6,11459802L5
2254,2480122L1,2480122L0
2255,2480122L2,2480122L1
2256,2480122L3,2480122L2
2257,12926985L1,12926985L0
2258,12926985L2,12926985L1
2259,12926985L3,12926985L2
2260,12926985L4,12926985L3
2261,12926985L5,12926985L4
2262,12926985L6,12926985L5
2263,12926985L7,12926985L6
2264,12926985L8,12926985L7
2265,12926985L9,12926985L8
2266,12926985L10,12926985L9
2267,11931153L1,11931153L0
2268,11931153L2,11931153L1
2269,11931153L3,11931153L2
2270,11931153L4,11931153L3
2271,11931153L5,11931153L4
2272,11931153L6,11931153L5
2273,11931153L7,11931153L6
2274,11931153L8,11931153L7
2275,11931153L9,11931153L8
2276,11931153L10,11931153L9
2277,12501195L1,12501195L0
2278,12501195L2,12501195L1
2279,12501195L3,12501195L2
2280,12501195L4,12501195L3
2281,12501195L5,12501195L4
2282,12501195L6,12501195L5
2283,12501195L7,12501195L6
2284,12501195L8,12501195L7
2285,12501195L9,12501195L8
2286,12501195L10,12501195L9
2287,12501195L11,12501195L10
2288,12501195L12,12501195L11
2289,19120123L1,19120123L0
2290,19120123L2,19120123L1
2291,19120123L3,19120123L2
2292,19120123L4,19120123L3
2293,19120123L5,19120123L4
2294,19120123L6,19120123L5
2295,19120123L7,19120123L6
2296,19120123L8,19120123L7
2297,6431107L1,6431107L0
2298,6431107L2,6431107L1
2299,6431107L3,6431107L2
2300,12036278L1,12036278L0
2301,12036278L2,12036278L1
2302,12036278L3,12036278L2
2303,12036278L4,12036278L3
2304,12036278L5,12036278L4
2305,12036278L6,12036278L5
2306,22366883L1,22366883L0
2307,22366883L2,22366883L1
2308,22366883L3,22366883L2
2309,22366883L4,22366883L3
2310,22366883L5,22366883L4
2311,22366883L6,22366883L5
2312,22366883L7,22366883L6
2313,22366883L8,22366883L7
2314,22366883L9,22366883L8
2315,22366883L10,22366883L9
2316,22366883L11,22366883L10
2317,21884813L1,21884813L0
2318,21884813L2,21884813L1
2319,21884813L3,21884813L2
2320,21884813L4,21884813L3
2321,10789893L1,10789893L0
2322,10789893L2,10789893L1
2323,10789893L3,10789893L2
2324,10789893L4,10789893L3
2325,10789893L5,10789893L4
2326,10789893L6,10789893L5
2327,10789893L7,10789893L6
2328,1130317L1,1130317L0
2329,1130317L2,1130317L1
2330,3114164L1,3114164L0
2331,3114164L2,3114164L1
2332,3114164L3,3114164L2
2333,3114164L4,3114164L3
2334,3114164L5,3114164L4
2335,8831929L1,8831929L0
2336,8831929L2,8831929L1
2337,8831929L3,8831929L2
2338,8831929L4,8831929L3
2339,8831929L5,8831929L4
2340,8831929L6,8831929L5
2341,8831929L7,8831929L6
2342,11554850L1,11554850L0
2343,11554850L2,11554850L1
2344,11554850L3,11554850L2
2345,11554850L4,11554850L3
2346,11554850L5,11554850L4
2347,11554850L6,11554850L5
2348,11554850L7,11554850L6
2349,11554850L8,11554850L7
2350,11554850L9,11554850L8
2351,11554850L10,11554850L9
2352,17102822L1,17102822L0
2353,17102822L2,17102822L1
2354,17102822L3,17102822L2
2355,17102822L4,17102822L3
2356,17102822L5,17102822L4
2357,17102822L6,17102822L5
2358,17102822L7,17102822L6
2359,17102822L8,17102822L7
2360,17102822L9,17102822L8
2361,17102822L10,17102822L9
2362,17102822L11,17102822L10
2363,17102822L12,17102822L11
2364,12020636L1,12020636L0
2365,12020636L2,12020636L1
2366,12020636L3,12020636L2
2367,12020636L4,12020636L3
2368,12020636L5,12020636L4
2369,12020636L6,12020636L5
2370,12020636L7,12020636L6
2371,12020636L8,12020636L7
2372,12020636L9,12020636L8
2373,12020636L10,12020636L9
2374,12020636L11,12020636L10
2375,12020636L12,12020636L11
2376,12020636L13,12020636L12
2377,11388666L1,11388666L0
2378,11388666L2,11388666L1
2379,631739L1,631739L0
2380,631739L2,631739L1
2381,631739L3,631739L2
2382,631739L4,631739L3
2383,631739L5,631739L4
2384,631739L6,631739L5
2385,6377019L1,6377019L0
2386,6377019L2,6377019L1
2387,6377019L3,6377019L2
2388,6377019L4,6377019L3
2389,6377019L5,6377019L4
2390,6377019L6,6377019L5
2391,6377019L7,6377019L6
2392,7425783L1,7425783L0
2393,7425783L2,7425783L1
2394,7425783L3,7425783L2
2395,7425783L4,7425783L3
2396,11200270L1,11200270L0
2397,163171L1,163171L0
2398,163171L2,163171L1
2399,163171L3,163171L2
2400,163171L4,163171L3
2401,23790049L1,23790049L0
2402,23790049L2,23790049L1
2403,23790049L3,23790049L2
2404,16189416L1,16189416L0
2405,16189416L2,16189416L1
2406,16189416L3,16189416L2
2407,16189416L4,16189416L3
2408,16189416L5,16189416L4
2409,16189416L6,16189416L5
2410,16189416L7,16189416L6
2411,16189416L8,16189416L7
2412,16189416L9,16189416L8
2413,16189416L10,16189416L9
2414,9219037L1,9219037L0
2415,9219037L2,9219037L1
2416,20855646L1,20855646L0
2417,20855646L2,20855646L1
2418,20855646L3,20855646L2
2419,20855646L4,20855646L3
2420,20855646L5,20855646L4
2421,20855646L6,20855646L5
2422,20855646L7,20855646L6
2423,12893297L1,12893297L0
2424,12893297L2,12893297L1
2425,12893297L3,12893297L2
2426,12893297L4,12893297L3
2427,12893297L5,12893297L4
2428,858347L1,858347L0
2429,858347L2,858347L1
2430,12934016L1,12934016L0
2431,12934016L2,12934016L1
2432,12934016L3,12934016L2
2433,12934016L4,12934016L3
2434,12934016L5,12934016L4
2435,12934016L6,12934016L5
2436,12934016L7,12934016L6
2437,12934016L8,12934016L7
2438,12934016L9,12934016L8
2439,10849441L1,10849441L0
2440,10849441L2,10849441L1
2441,10849441L3,10849441L2
2442,10849441L4,10849441L3
2443,10849441L5,10849441L4
2444,10849441L6,10849441L5
2445,10849441L7,10849441L6
2446,10849441L8,10849441L7
2447,10849441L9,10849441L8
2448,10849441L10,10849441L9
2449,10849441L11,10849441L10
2450,14978735L1,14978735L0
2451,14978735L2,14978735L1
2452,14978735L3,14978735L2
2453,14978735L4,14978735L3
2454,14978735L5,14978735L4
2455,14978735L6,14978735L5
2456,14978735L7,14978735L6
2457,14978735L8,14978735L7
2458,26474673L1,26474673L0
2459,26474673L2,26474673L1
2460,26474673L3,26474673L2
2461,26474673L4,26474673L3
2462,26474673L5,26474673L4
2463,26474673L6,26474673L5
2464,26474673L7,26474673L6
2465,26474673L8,26474673L7
2466,9587036L1,9587036L0
2467,9587036L2,9587036L1
2468,9587036L3,9587036L2
2469,9587036L4,9587036L3
2470,9587036L5,9587036L4
2471,9587036L6,9587036L5
2472,18951465L1,18951465L0
2473,18951465L2,18951465L1
2474,18951465L3,18951465L2
2475,18951465L4,18951465L3
2476,18093167L1,18093167L0
2477,18093167L2,18093167L1
2478,18093167L3,18093167L2
2479,18093167L4,18093167L3
2480,18093167L5,18093167L4
2481,18093167L6,18093167L5
2482,18093167L7,18093167L6
2483,18093167L8,18093167L7
2484,18093167L9,18093167L8
2485,2987225L1,2987225L0
2486,2987225L2,2987225L1
2487,2987225L3,2987225L2
2488,2987225L4,2987225L3
2489,23784509L1,23784509L0
2490,23784509L2,23784509L1
2491,23784509L3,23784509L2
2492,23784509L4,23784509L3
2493,23784509L5,23784509L4
2494,23784509L6,23784509L5
2495,23784509L7,23784509L6
2496,23784509L8,23784509L7
2497,15270689L1,15270689L0
2498,15270689L2,15270689L1
2499,15270689L3,15270689L2
2500,15270689L4,15270689L3
2501,15270689L5,15270689L4
2502,15270689L6,15270689L5
2503,23545573L1,23545573L0
2504,23545573L2,23545573L1
2505,23545573L3,23545573L2
2506,23545573L4,23545573L3
2507,23545573L5,23545573L4
2508,23545573L6,23545573L5
2509,23545573L7,23545573L6
2510,17221863L1,17221863L0
2511,17221863L2,17221863L1
2512,17221863L3,17221863L2
2513,17221863L4,17221863L3
2514,17221863L5,17221863L4
2515,17221863L6,17221863L5
2516,17221863L7,17221863L6
2517,19910244L1,19910244L0
2518,19910244L2,19910244L1
2519,19910244L3,19910244L2
2520,19910244L4,19910244L3
2521,19910244L5,19910244L4
2522,19910244L6,19910244L5
2523,19910244L7,19910244L6
2524,8456755L1,8456755L0
2525,8456755L2,8456755L1
2526,8456755L3,8456755L2
2527,8456755L4,8456755L3
2528,8456755L5,8456755L4
2529,8456755L6,8456755L5
2530,8456755L7,8456755L6
2531,27544228L1,27544228L0
2532,27544228L2,27544228L1
2533,27544228L3,27544228L2
2534,27544228L4,27544228L3
2535,27544228L5,27544228L4
2536,27544228L6,27544228L5
2537,27544228L7,27544228L6
2538,27544228L8,27544228L7
2539,27544228L9,27544228L8
2540,27544228L10,27544228L9
2541,27544228L11,27544228L10
2542,15994181L1,15994181L0
2543,15994181L2,15994181L1
2544,15994181L3,15994181L2
2545,15994181L4,15994181L3
2546,15994181L5,15994181L4
2547,15994181L6,15994181L5
2548,15994181L7,15994181L6
2549,15994181L8,15994181L7
2550,15994181L9,15994181L8
2551,15994181L10,15994181L9
2552,27462729L1,27462729L0
2553,27462729L2,27462729L1
2554,27462729L3,27462729L2
2555,27462729L4,27462729L3
2556,27462729L5,27462729L4
2557,27462729L6,27462729L5
2558,27462729L7,27462729L6
2559,5127333L1,5127333L0
2560,5127333L2,5127333L1
2561,5127333L3,5127333L2
2562,5127333L4,5127333L3
2563,5127333L5,5127333L4
2564,11329273L1,11329273L0
2565,11329273L2,11329273L1
2566,11329273L3,11329273L2
2567,11329273L4,11329273L3
2568,11329273L5,11329273L4
2569,11329273L6,11329273L5
2570,11329273L7,11329273L6
2571,25150938L1,25150938L0
2572,25150938L2,25150938L1
2573,25150938L3,25150938L2
2574,25150938L4,25150938L3
2575,25150938L5,25150938L4
2576,25150938L6,25150938L5
2577,25150938L7,25150938L6
2578,25150938L8,25150938L7
2579,25150938L9,25150938L8
2580,25150938L10,25150938L9
2581,25150938L11,25150938L10
2582,25150938L12,25150938L11
2583,9158306L1,9158306L0
2584,9158306L2,9158306L1
2585,9158306L3,9158306L2
2586,9158306L4,9158306L3
2587,9158306L5,9158306L4
2588,9158306L6,9158306L5
2589,15378739L1,15378739L0
2590,15378739L2,15378739L1
2591,15378739L3,15378739L2
2592,15378739L4,15378739L3
2593,15378739L5,15378739L4
2594,15378739L6,15378739L5
2595,1377659L1,1377659L0
2596,1377659L2,1377659L1
2597,29132113L1,29132113L0
2598,29132113L2,29132113L1
2599,29132113L3,29132113L2
2600,29132113L4,29132113L3
2601,29132113L5,29132113L4
2602,29132113L6,29132113L5
2603,29132113L7,29132113L6
2604,29132113L8,29132113L7
2605,29132113L9,29132113L8
2606,21191048L1,21191048L0
2607,29891657L1,29891657L0
2608,29891657L2,29891657L1
2609,2999689L1,2999689L0
2610,2999689L2,2999689L1
2611,2999689L3,2999689L2
2612,2999689L4,2999689L3
2613,2999689L5,2999689L4
2614,2999689L6,2999689L5
2615,2999689L7,2999689L6
2616,2999689L8,2999689L7
2617,2999689L9,2999689L8
2618,2999689L10,2999689L9
2619,16504526L1,16504526L0
2620,16504526L2,16504526L1
2621,16504526L3,16504526L2
2622,16504526L4,16504526L3
2623,16504526L5,16504526L4
2624,16504526L6,16504526L5
2625,16504526L7,16504526L6
2626,16504526L8,16504526L7
2627,8619623L1,8619623L0
2628,8619623L2,8619623L1
2629,8619623L3,8619623L2
2630,8619623L4,8619623L3
2631,9361705L1,9361705L0
2632,9361705L2,9361705L1
2633,9361705L3,9361705L2
2634,9361705L4,9361705L3
2635,9361705L5,9361705L4
2636,9361705L6,9361705L5
2637,9361705L7,9361705L6
2638,10823942L1,10823942L0
2639,10823942L2,10823942L1
2640,10823942L3,10823942L2
2641,10823942L4,10823942L3
2642,10823942L5,10823942L4
2643,10823942L6,10823942L5
2644,10823942L7,10823942L6
2645,10823942L8,10823942L7
2646,2248959L1,2248959L0
2647,2248959L2,2248959L1
2648,2248959L3,2248959L2
2649,2248959L4,2248959L3
2650,2248959L5,2248959L4
2651,22162201L1,22162201L0
2652,22162201L2,22162201L1
2653,22162201L3,22162201L2
2654,22162201L4,22162201L3
2655,22162201L5,22162201L4
2656,22162201L6,22162201L5
2657,22162201L7,22162201L6
2658,22162201L8,22162201L7
2659,22162201L9,22162201L8
2660,11204562L1,11204562L0
2661,11204562L2,11204562L1
2662,11204562L3,11204562L2
2663,11204562L4,11204562L3
2664,25515799L1,25515799L0
2665,25515799L2,25515799L1
2666,25515799L3,25515799L2
2667,25515799L4,25515799L3
2668,21539787L1,21539787L0
2669,21539787L2,21539787L1
2670,21539787L3,21539787L2
2671,21539787L4,21539787L3
2672,12777800L1,12777800L0
2673,12777800L2,12777800L1
2674,12777800L3,12777800L2
2675,12777800L4,12777800L3
2676,12777800L5,12777800L4
2677,12777800L6,12777800L5
2678,12777800L7,12777800L6
2679,12777800L8,12777800L7
2680,12777800L9,12777800L8
2681,12777800L10,12777800L9
2682,12777800L11,12777800L10
2683,12777800L12,12777800L11
2684,12777800L13,12777800L12
2685,12777800L14,12777800L13
2686,12777800L15,12777800L14
2687,12777800L16,12777800L15
2688,12777800L17,12777800L16
2689,12777800L18,12777800L17
2690,12777800L19,12777800L18
2691,12777800L20,12777800L19
2692,8588457L1,8588457L0
2693,8588457L2,8588457L1
2694,8588457L3,8588457L2
2695,8588457L4,8588457L3
2696,11812843L1,11812843L0
2697,11812843L2,11812843L1
2698,11812843L3,11812843L2
2699,11812843L4,11812843L3
2700,191337L1,191337L0
2701,191337L2,191337L1
2702,11942484L1,11942484L0
2703,11942484L2,11942484L1
2704,11942484L3,11942484L2
2705,11942484L4,11942484L3
2706,11942484L5,11942484L4
2707,19830867L1,19830867L0
2708,19830867L2,19830867L1
2709,19830867L3,19830867L2
2710,19830867L4,19830867L3
2711,19830867L5,19830867L4
2712,19830867L6,19830867L5
2713,19830867L7,19830867L6
2714,19830867L8,19830867L7
2715,19830867L9,19830867L8
2716,19830867L10,19830867L9
2717,24062878L1,24062878L0
2718,24062878L2,24062878L1
2719,24062878L3,24062878L2
2720,24062878L4,24062878L3
2721,24062878L5,24062878L4
2722,24062878L6,24062878L5
2723,24062878L7,24062878L6
2724,24062878L8,24062878L7
2725,24062878L9,24062878L8
2726,24062878L10,24062878L9
2727,9538311L1,9538311L0
2728,9538311L2,9538311L1
2729,9538311L3,9538311L2
2730,9538311L4,9538311L3
2731,9538311L5,9538311L4
2732,9538311L6,9538311L5
2733,9538311L7,9538311L6
2734,9538311L8,9538311L7
2735,9538311L9,9538311L8
2736,9538311L10,9538311L9
2737,7704245L1,7704245L0
2738,7704245L2,7704245L1
2739,7704245L3,7704245L2
2740,7704245L4,7704245L3
2741,7704245L5,7704245L4
2742,7704245L6,7704245L5
2743,7704245L7,7704245L6
2744,7704245L8,7704245L7
2745,11897489L1,11897489L0
2746,11897489L2,11897489L1
2747,11897489L3,11897489L2
2748,11897489L4,11897489L3
2749,11897489L5,11897489L4
2750,20339550L1,20339550L0
2751,20339550L2,20339550L1
2752,20339550L3,20339550L2
2753,20339550L4,20339550L3
2754,20339550L5,20339550L4
2755,20339550L6,20339550L5
2756,10414952L1,10414952L0
2757,10414952L2,10414952L1
2758,10414952L3,10414952L2
2759,10414952L4,10414952L3
2760,10414952L5,10414952L4
2761,10414952L6,10414952L5
2762,10414952L7,10414952L6
2763,10414952L8,10414952L7
2764,15705869L1,15705869L0
2765,15705869L2,15705869L1
2766,15705869L3,15705869L2
2767,15705869L4,15705869L3
2768,15705869L5,15705869L4
2769,15705869L6,15705869L5
2770,15705869L7,15705869L6
2771,15705869L8,15705869L7
2772,8123589L1,8123589L0
2773,8123589L2,8123589L1
2774,8123589L3,8123589L2
2775,8123589L4,8123589L3
2776,8123589L5,8123589L4
2777,8123589L6,8123589L5
2778,8123589L7,8123589L6
2779,8123589L8,8123589L7
2780,27845361L1,27845361L0
2781,27845361L2,27845361L1
2782,27845361L3,27845361L2
2783,27845361L4,27845361L3
2784,27845361L5,27845361L4
2785,27845361L6,27845361L5
2786,27845361L7,27845361L6
2787,27845361L8,27845361L7
2788,27318254L1,27318254L0
2789,27318254L2,27318254L1
2790,27318254L3,27318254L2
2791,27318254L4,27318254L3
2792,27318254L5,27318254L4
2793,27318254L6,27318254L5
2794,27318254L7,27318254L6
2795,16106266L1,16106266L0
2796,16106266L2,16106266L1
2797,16106266L3,16106266L2
2798,16106266L4,16106266L3
2799,16106266L5,16106266L4
2800,16106266L6,16106266L5
2801,16106266L7,16106266L6
2802,16106266L8,16106266L7
2803,22442340L1,22442340L0
2804,22442340L2,22442340L1
2805,22442340L3,22442340L2
2806,22442340L4,22442340L3
2807,22442340L5,22442340L4
2808,22442340L6,22442340L5
2809,2155010L1,2155010L0
2810,2155010L2,2155010L1
2811,2155010L3,2155010L2
2812,10102383L1,10102383L0
2813,10102383L2,10102383L1
2814,10102383L3,10102383L2
2815,10102383L4,10102383L3
2816,10102383L5,10102383L4
2817,10102383L6,10102383L5
2818,10102383L7,10102383L6
2819,10102383L8,10102383L7
2820,10102383L9,10102383L8
2821,10102383L10,10102383L9
2822,16773213L1,16773213L0
2823,16773213L2,16773213L1
2824,16773213L3,16773213L2
2825,16773213L4,16773213L3
2826,12523726L1,12523726L0
2827,12523726L2,12523726L1
2828,12523726L3,12523726L2
2829,12523726L4,12523726L3
2830,19042064L1,19042064L0
2831,19042064L2,19042064L1
2832,19042064L3,19042064L2
2833,19042064L4,19042064L3
2834,19042064L5,19042064L4
2835,19042064L6,19042064L5
2836,19042064L7,19042064L6
2837,19042064L8,19042064L7
2838,11571645L1,11571645L0
2839,11571645L2,11571645L1
2840,11571645L3,11571645L2
2841,11571645L4,11571645L3
2842,11571645L5,11571645L4
2843,11571645L6,11571645L5
2844,22421889L1,22421889L0
2845,22421889L2,22421889L1
2846,21920453L1,21920453L0
2847,21920453L2,21920453L1
2848,21920453L3,21920453L2
2849,21920453L4,21920453L3
2850,15448710L1,15448710L0
2851,15448710L2,15448710L1
2852,15448710L3,15448710L2
2853,15448710L4,15448710L3
2854,15448710L5,15448710L4
2855,15448710L6,15448710L5
2856,15448710L7,15448710L6
2857,23569993L1,23569993L0
2858,23569993L2,23569993L1
2859,23569993L3,23569993L2
2860,23569993L4,23569993L3
2861,23569993L5,23569993L4
2862,23569993L6,23569993L5
2863,23569993L7,23569993L6
2864,23569993L8,23569993L7
2865,6611196L1,6611196L0
2866,6611196L2,6611196L1
2867,6611196L3,6611196L2
2868,6611196L4,6611196L3
2869,6611196L5,6611196L4
